DateName,Date,Name,Session Type,Time,TD,Max Speed,MPM,HSD,Sprint Distance,Session RPE
43117Athlete 27,1/17/2018,Athlete 27,Technical,99,3118,7,31,99,15,4
43117Athlete 33,1/17/2018,Athlete 33,Technical,99,3118,9,31,99,15,2
43117Athlete 01,1/17/2018,Athlete 01,Technical,62,3158,8,51,1115,229,3
43117Athlete 09,1/17/2018,Athlete 09,Technical,62,3158,6,51,1115,229,2
43117Athlete 03,1/17/2018,Athlete 03,Technical,72,3212,6,45,617,365,8
43117Athlete 05,1/17/2018,Athlete 05,Technical,50,4226,8,85,288,47,4
43117Athlete 16,1/17/2018,Athlete 16,Technical,94,4297,6,46,272,45,3
43117Athlete 23,1/17/2018,Athlete 23,Technical,94,4297,7,46,272,45,2
43117Athlete 36,1/17/2018,Athlete 36,Technical,94,4297,6,46,272,45,9
43117Athlete 08,1/17/2018,Athlete 08,Technical,95,4724,6,50,432,134,7
43117Athlete 02,1/17/2018,Athlete 02,Technical,46,4806,6,104,1223,617,2
43117Athlete 10,1/17/2018,Athlete 10,Technical,46,4806,9,104,1223,617,6
43117Athlete 07,1/17/2018,Athlete 07,Technical,71,5398,6,76,1375,479,7
43117Athlete 11,1/17/2018,Athlete 11,Technical,59,5497,6,93,1766,1253,9
43117Athlete 18,1/17/2018,Athlete 18,Technical,59,5497,8,93,1766,1253,3
43117Athlete 25,1/17/2018,Athlete 25,Technical,59,5497,8,93,1766,1253,6
43117Athlete 31,1/17/2018,Athlete 31,Technical,59,5497,8,93,1766,1253,7
43117Athlete 39,1/17/2018,Athlete 39,Technical,59,5497,7,93,1766,1253,8
43117Athlete 17,1/17/2018,Athlete 17,Technical,48,5918,6,123,712,173,4
43117Athlete 24,1/17/2018,Athlete 24,Technical,48,5918,7,123,712,173,7
43117Athlete 37,1/17/2018,Athlete 37,Technical,48,5918,9,123,712,173,2
43117Athlete 15,1/17/2018,Athlete 15,Technical,89,6393,6,72,850,403,5
43117Athlete 22,1/17/2018,Athlete 22,Technical,89,6393,6,72,850,403,2
43117Athlete 29,1/17/2018,Athlete 29,Technical,89,6393,6,72,850,403,5
43117Athlete 35,1/17/2018,Athlete 35,Technical,89,6393,9,72,850,403,6
43117Athlete 04,1/17/2018,Athlete 04,Technical,57,7200,8,126,1825,461,4
43117Athlete 06,1/17/2018,Athlete 06,Technical,74,7294,8,99,1871,967,2
43117Athlete 12,1/17/2018,Athlete 12,Technical,72,7424,6,103,920,271,3
43117Athlete 19,1/17/2018,Athlete 19,Technical,72,7424,6,103,920,271,5
43117Athlete 26,1/17/2018,Athlete 26,Technical,72,7424,6,103,920,271,6
43117Athlete 32,1/17/2018,Athlete 32,Technical,72,7424,9,103,920,271,8
43117Athlete 40,1/17/2018,Athlete 40,Technical,72,7424,7,103,920,271,5
43118Athlete 02,1/18/2018,Athlete 02,Conditioning,46,2698,9,59,230,75,3
43118Athlete 13,1/18/2018,Athlete 13,Conditioning,74,2900,9,39,265,98,3
43118Athlete 20,1/18/2018,Athlete 20,Conditioning,74,2900,6,39,265,98,3
43118Athlete 27,1/18/2018,Athlete 27,Conditioning,74,2900,9,39,265,98,8
43118Athlete 32,1/18/2018,Athlete 32,Conditioning,74,2900,7,39,265,98,3
43118Athlete 40,1/18/2018,Athlete 40,Conditioning,74,2900,6,39,265,98,3
43118Athlete 06,1/18/2018,Athlete 06,Conditioning,52,3084,9,59,834,0,4
43118Athlete 01,1/18/2018,Athlete 01,Conditioning,99,3118,7,31,99,15,3
43118Athlete 09,1/18/2018,Athlete 09,Conditioning,99,3118,6,31,99,15,9
43118Athlete 12,1/18/2018,Athlete 12,Conditioning,75,4167,6,56,957,454,8
43118Athlete 19,1/18/2018,Athlete 19,Conditioning,75,4167,6,56,957,454,2
43118Athlete 26,1/18/2018,Athlete 26,Conditioning,75,4167,9,56,957,454,9
43118Athlete 31,1/18/2018,Athlete 31,Conditioning,75,4167,6,56,957,454,8
43118Athlete 39,1/18/2018,Athlete 39,Conditioning,75,4167,7,56,957,454,8
43118Athlete 04,1/18/2018,Athlete 04,Conditioning,94,4297,6,46,272,45,2
43118Athlete 15,1/18/2018,Athlete 15,Conditioning,86,4713,7,55,395,97,3
43118Athlete 22,1/18/2018,Athlete 22,Conditioning,86,4713,8,55,395,97,4
43118Athlete 34,1/18/2018,Athlete 34,Conditioning,86,4713,8,55,395,97,8
43118Athlete 07,1/18/2018,Athlete 07,Conditioning,59,5497,7,93,1766,1253,8
43118Athlete 14,1/18/2018,Athlete 14,Conditioning,80,5558,7,69,286,38,8
43118Athlete 21,1/18/2018,Athlete 21,Conditioning,80,5558,7,69,286,38,2
43118Athlete 28,1/18/2018,Athlete 28,Conditioning,80,5558,6,69,286,38,3
43118Athlete 33,1/18/2018,Athlete 33,Conditioning,80,5558,6,69,286,38,7
43118Athlete 29,1/18/2018,Athlete 29,Conditioning,72,5888,9,82,1795,819,7
43118Athlete 36,1/18/2018,Athlete 36,Conditioning,72,5888,9,82,1795,819,9
43118Athlete 05,1/18/2018,Athlete 05,Conditioning,48,5918,6,123,712,173,7
43118Athlete 03,1/18/2018,Athlete 03,Conditioning,89,6393,9,72,850,403,4
43118Athlete 16,1/18/2018,Athlete 16,Conditioning,99,6747,7,68,1590,854,8
43118Athlete 23,1/18/2018,Athlete 23,Conditioning,99,6747,8,68,1590,854,2
43118Athlete 35,1/18/2018,Athlete 35,Conditioning,99,6747,8,68,1590,854,4
43118Athlete 10,1/18/2018,Athlete 10,Conditioning,87,7172,8,82,1519,967,3
43118Athlete 17,1/18/2018,Athlete 17,Conditioning,87,7172,9,82,1519,967,7
43118Athlete 24,1/18/2018,Athlete 24,Conditioning,87,7172,6,82,1519,967,2
43118Athlete 30,1/18/2018,Athlete 30,Conditioning,87,7172,6,82,1519,967,5
43118Athlete 37,1/18/2018,Athlete 37,Conditioning,87,7172,8,82,1519,967,5
43118Athlete 08,1/18/2018,Athlete 08,Conditioning,72,7424,9,103,920,271,3
43118Athlete 11,1/18/2018,Athlete 11,Conditioning,91,7717,8,85,1766,703,5
43118Athlete 18,1/18/2018,Athlete 18,Conditioning,91,7717,7,85,1766,703,6
43118Athlete 25,1/18/2018,Athlete 25,Conditioning,91,7717,9,85,1766,703,9
43118Athlete 38,1/18/2018,Athlete 38,Conditioning,91,7717,9,85,1766,703,7
43119Athlete 11,1/19/2018,Athlete 11,Tactical,58,2877,7,50,266,29,7
43119Athlete 18,1/19/2018,Athlete 18,Tactical,58,2877,7,50,266,29,6
43119Athlete 25,1/19/2018,Athlete 25,Tactical,58,2877,6,50,266,29,3
43119Athlete 30,1/19/2018,Athlete 30,Tactical,58,2877,6,50,266,29,8
43119Athlete 37,1/19/2018,Athlete 37,Tactical,58,2877,8,50,266,29,7
43119Athlete 07,1/19/2018,Athlete 07,Tactical,75,4167,7,56,957,454,7
43119Athlete 08,1/19/2018,Athlete 08,Tactical,62,4301,8,69,648,134,3
43119Athlete 15,1/19/2018,Athlete 15,Tactical,62,4301,6,69,648,134,2
43119Athlete 22,1/19/2018,Athlete 22,Tactical,62,4301,6,69,648,134,2
43119Athlete 28,1/19/2018,Athlete 28,Tactical,62,4301,9,69,648,134,6
43119Athlete 35,1/19/2018,Athlete 35,Tactical,62,4301,8,69,648,134,7
43119Athlete 13,1/19/2018,Athlete 13,Tactical,61,4326,8,71,356,113,9
43119Athlete 20,1/19/2018,Athlete 20,Tactical,61,4326,6,71,356,113,6
43119Athlete 32,1/19/2018,Athlete 32,Tactical,61,4326,7,71,356,113,2
43119Athlete 39,1/19/2018,Athlete 39,Tactical,61,4326,8,71,356,113,5
43119Athlete 10,1/19/2018,Athlete 10,Tactical,82,4360,8,53,758,306,9
43119Athlete 17,1/19/2018,Athlete 17,Tactical,82,4360,9,53,758,306,8
43119Athlete 24,1/19/2018,Athlete 24,Tactical,82,4360,7,53,758,306,9
43119Athlete 29,1/19/2018,Athlete 29,Tactical,82,4360,8,53,758,306,4
43119Athlete 36,1/19/2018,Athlete 36,Tactical,82,4360,7,53,758,306,9
43119Athlete 27,1/19/2018,Athlete 27,Tactical,54,4640,6,86,1008,449,7
43119Athlete 34,1/19/2018,Athlete 34,Tactical,54,4640,8,86,1008,449,2
43119Athlete 02,1/19/2018,Athlete 02,Tactical,86,4713,7,55,395,97,6
43119Athlete 09,1/19/2018,Athlete 09,Tactical,67,5252,6,78,2261,933,2
43119Athlete 16,1/19/2018,Athlete 16,Tactical,67,5252,7,78,2261,933,5
43119Athlete 23,1/19/2018,Athlete 23,Tactical,67,5252,9,78,2261,933,5
43119Athlete 01,1/19/2018,Athlete 01,Tactical,80,5558,9,69,286,38,7
43119Athlete 04,1/19/2018,Athlete 04,Tactical,72,5888,8,82,1795,819,2
43119Athlete 12,1/19/2018,Athlete 12,Tactical,65,6425,7,99,971,409,9
43119Athlete 19,1/19/2018,Athlete 19,Tactical,65,6425,9,99,971,409,4
43119Athlete 26,1/19/2018,Athlete 26,Tactical,65,6425,7,99,971,409,8
43119Athlete 31,1/19/2018,Athlete 31,Tactical,65,6425,9,99,971,409,4
43119Athlete 38,1/19/2018,Athlete 38,Tactical,65,6425,6,99,971,409,2
43119Athlete 03,1/19/2018,Athlete 03,Tactical,99,6747,8,68,1590,854,7
43119Athlete 14,1/19/2018,Athlete 14,Tactical,96,7081,8,74,1499,839,7
43119Athlete 21,1/19/2018,Athlete 21,Tactical,96,7081,6,74,1499,839,8
43119Athlete 33,1/19/2018,Athlete 33,Tactical,96,7081,7,74,1499,839,7
43119Athlete 40,1/19/2018,Athlete 40,Tactical,96,7081,9,74,1499,839,2
43119Athlete 05,1/19/2018,Athlete 05,Tactical,87,7172,8,82,1519,967,6
43119Athlete 06,1/19/2018,Athlete 06,Tactical,91,7717,8,85,1766,703,9
43120Athlete 08,1/20/2018,Athlete 08,Match,57,3110,6,55,443,188,5
43120Athlete 15,1/20/2018,Athlete 15,Match,57,3110,8,55,443,188,2
43120Athlete 22,1/20/2018,Athlete 22,Match,57,3110,8,55,443,188,7
43120Athlete 27,1/20/2018,Athlete 27,Match,57,3110,7,55,443,188,3
43120Athlete 34,1/20/2018,Athlete 34,Match,57,3110,6,55,443,188,4
43120Athlete 10,1/20/2018,Athlete 10,Match,94,3683,7,39,109,3,3
43120Athlete 17,1/20/2018,Athlete 17,Match,94,3683,9,39,109,3,5
43120Athlete 29,1/20/2018,Athlete 29,Match,94,3683,9,39,109,3,2
43120Athlete 36,1/20/2018,Athlete 36,Match,94,3683,9,39,109,3,2
43120Athlete 24,1/20/2018,Athlete 24,Match,74,4223,9,57,884,249,7
43120Athlete 31,1/20/2018,Athlete 31,Match,74,4223,8,57,884,249,7
43120Athlete 38,1/20/2018,Athlete 38,Match,74,4223,7,57,884,249,8
43120Athlete 07,1/20/2018,Athlete 07,Match,66,4282,8,65,485,200,3
43120Athlete 14,1/20/2018,Athlete 14,Match,66,4282,8,65,485,200,7
43120Athlete 21,1/20/2018,Athlete 21,Match,66,4282,7,65,485,200,7
43120Athlete 26,1/20/2018,Athlete 26,Match,66,4282,7,65,485,200,7
43120Athlete 33,1/20/2018,Athlete 33,Match,66,4282,9,65,485,200,8
43120Athlete 40,1/20/2018,Athlete 40,Match,66,4282,9,65,485,200,8
43120Athlete 02,1/20/2018,Athlete 02,Match,62,4301,8,69,648,134,9
43120Athlete 04,1/20/2018,Athlete 04,Match,82,4360,6,53,758,306,4
43120Athlete 01,1/20/2018,Athlete 01,Match,54,4640,8,86,1008,449,6
43120Athlete 03,1/20/2018,Athlete 03,Match,67,5252,9,78,2261,933,4
43120Athlete 09,1/20/2018,Athlete 09,Match,96,6476,6,67,910,453,7
43120Athlete 16,1/20/2018,Athlete 16,Match,96,6476,9,67,910,453,2
43120Athlete 23,1/20/2018,Athlete 23,Match,96,6476,8,67,910,453,2
43120Athlete 28,1/20/2018,Athlete 28,Match,96,6476,7,67,910,453,6
43120Athlete 35,1/20/2018,Athlete 35,Match,96,6476,8,67,910,453,4
43120Athlete 11,1/20/2018,Athlete 11,Match,72,6573,7,91,1159,429,2
43120Athlete 18,1/20/2018,Athlete 18,Match,72,6573,9,91,1159,429,9
43120Athlete 30,1/20/2018,Athlete 30,Match,72,6573,9,91,1159,429,4
43120Athlete 37,1/20/2018,Athlete 37,Match,72,6573,6,91,1159,429,5
43120Athlete 05,1/20/2018,Athlete 05,Match,68,7231,9,106,1592,1051,8
43120Athlete 12,1/20/2018,Athlete 12,Match,68,7231,8,106,1592,1051,9
43120Athlete 19,1/20/2018,Athlete 19,Match,68,7231,6,106,1592,1051,4
43120Athlete 25,1/20/2018,Athlete 25,Match,68,7231,8,106,1592,1051,7
43120Athlete 32,1/20/2018,Athlete 32,Match,68,7231,7,106,1592,1051,9
43120Athlete 39,1/20/2018,Athlete 39,Match,68,7231,9,106,1592,1051,4
43120Athlete 06,1/20/2018,Athlete 06,Match,57,8123,9,143,2009,822,6
43120Athlete 13,1/20/2018,Athlete 13,Match,57,8123,7,143,2009,822,2
43120Athlete 20,1/20/2018,Athlete 20,Match,57,8123,7,143,2009,822,6
43121Athlete 40,1/21/2018,Athlete 40,Technical,81,2556,6,32,275,62,3
43121Athlete 04,1/21/2018,Athlete 04,Technical,95,3461,6,36,584,219,5
43121Athlete 11,1/21/2018,Athlete 11,Technical,95,3461,8,36,584,219,9
43121Athlete 18,1/21/2018,Athlete 18,Technical,95,3461,9,36,584,219,7
43121Athlete 23,1/21/2018,Athlete 23,Technical,95,3461,7,36,584,219,5
43121Athlete 30,1/21/2018,Athlete 30,Technical,95,3461,6,36,584,219,2
43121Athlete 03,1/21/2018,Athlete 03,Technical,63,3824,9,61,555,289,3
43121Athlete 10,1/21/2018,Athlete 10,Technical,63,3824,9,61,555,289,4
43121Athlete 17,1/21/2018,Athlete 17,Technical,63,3824,9,61,555,289,8
43121Athlete 22,1/21/2018,Athlete 22,Technical,63,3824,6,61,555,289,8
43121Athlete 29,1/21/2018,Athlete 29,Technical,63,3824,6,61,555,289,8
43121Athlete 36,1/21/2018,Athlete 36,Technical,63,3824,8,61,555,289,9
43121Athlete 39,1/21/2018,Athlete 39,Technical,77,4003,9,52,586,227,7
43121Athlete 20,1/21/2018,Athlete 20,Technical,84,5134,6,61,1340,635,8
43121Athlete 27,1/21/2018,Athlete 27,Technical,84,5134,9,61,1340,635,7
43121Athlete 34,1/21/2018,Athlete 34,Technical,84,5134,6,61,1340,635,9
43121Athlete 06,1/21/2018,Athlete 06,Technical,55,5736,9,104,1210,562,3
43121Athlete 13,1/21/2018,Athlete 13,Technical,55,5736,7,104,1210,562,6
43121Athlete 25,1/21/2018,Athlete 25,Technical,55,5736,9,104,1210,562,6
43121Athlete 32,1/21/2018,Athlete 32,Technical,55,5736,8,104,1210,562,2
43121Athlete 02,1/21/2018,Athlete 02,Technical,94,6117,6,65,974,353,6
43121Athlete 09,1/21/2018,Athlete 09,Technical,94,6117,9,65,974,353,2
43121Athlete 16,1/21/2018,Athlete 16,Technical,94,6117,6,65,974,353,7
43121Athlete 07,1/21/2018,Athlete 07,Technical,54,6133,8,114,800,150,7
43121Athlete 14,1/21/2018,Athlete 14,Technical,54,6133,7,114,800,150,6
43121Athlete 26,1/21/2018,Athlete 26,Technical,54,6133,7,114,800,150,2
43121Athlete 33,1/21/2018,Athlete 33,Technical,54,6133,8,114,800,150,6
43121Athlete 05,1/21/2018,Athlete 05,Technical,60,6875,7,115,1024,385,5
43121Athlete 12,1/21/2018,Athlete 12,Technical,60,6875,9,115,1024,385,2
43121Athlete 19,1/21/2018,Athlete 19,Technical,60,6875,6,115,1024,385,9
43121Athlete 24,1/21/2018,Athlete 24,Technical,60,6875,9,115,1024,385,8
43121Athlete 31,1/21/2018,Athlete 31,Technical,60,6875,9,115,1024,385,7
43121Athlete 37,1/21/2018,Athlete 37,Technical,54,7067,6,131,1641,1094,7
43121Athlete 38,1/21/2018,Athlete 38,Technical,61,7436,7,122,2130,880,7
43121Athlete 01,1/21/2018,Athlete 01,Technical,50,7897,9,158,1863,970,4
43121Athlete 08,1/21/2018,Athlete 08,Technical,50,7897,9,158,1863,970,9
43121Athlete 15,1/21/2018,Athlete 15,Technical,50,7897,9,158,1863,970,3
43121Athlete 21,1/21/2018,Athlete 21,Technical,50,7897,7,158,1863,970,2
43121Athlete 28,1/21/2018,Athlete 28,Technical,50,7897,6,158,1863,970,5
43121Athlete 35,1/21/2018,Athlete 35,Technical,50,7897,9,158,1863,970,9
43122Athlete 35,1/22/2018,Athlete 35,Technical,97,1462,9,15,209,42,7
43122Athlete 06,1/22/2018,Athlete 06,Technical,81,2556,8,32,275,62,3
43122Athlete 13,1/22/2018,Athlete 13,Technical,81,2556,6,32,275,62,8
43122Athlete 18,1/22/2018,Athlete 18,Technical,81,2556,8,32,275,62,2
43122Athlete 25,1/22/2018,Athlete 25,Technical,81,2556,7,32,275,62,2
43122Athlete 15,1/22/2018,Athlete 15,Technical,86,3068,7,36,833,23,8
43122Athlete 22,1/22/2018,Athlete 22,Technical,86,3068,6,36,833,23,9
43122Athlete 29,1/22/2018,Athlete 29,Technical,86,3068,8,36,833,23,5
43122Athlete 34,1/22/2018,Athlete 34,Technical,71,3789,6,53,435,182,5
43122Athlete 40,1/22/2018,Athlete 40,Technical,71,3789,9,53,435,182,4
43122Athlete 05,1/22/2018,Athlete 05,Technical,77,4003,9,52,586,227,4
43122Athlete 12,1/22/2018,Athlete 12,Technical,77,4003,8,52,586,227,4
43122Athlete 17,1/22/2018,Athlete 17,Technical,77,4003,7,52,586,227,2
43122Athlete 24,1/22/2018,Athlete 24,Technical,77,4003,9,52,586,227,9
43122Athlete 31,1/22/2018,Athlete 31,Technical,77,4003,9,52,586,227,6
43122Athlete 08,1/22/2018,Athlete 08,Technical,47,5157,6,110,770,402,7
43122Athlete 20,1/22/2018,Athlete 20,Technical,47,5157,8,110,770,402,5
43122Athlete 27,1/22/2018,Athlete 27,Technical,47,5157,6,110,770,402,4
43122Athlete 37,1/22/2018,Athlete 37,Technical,69,5665,6,82,698,191,3
43122Athlete 01,1/22/2018,Athlete 01,Technical,63,5727,9,91,460,113,3
43122Athlete 07,1/22/2018,Athlete 07,Technical,63,5727,6,91,460,113,4
43122Athlete 14,1/22/2018,Athlete 14,Technical,63,5727,6,91,460,113,2
43122Athlete 19,1/22/2018,Athlete 19,Technical,63,5727,7,91,460,113,8
43122Athlete 26,1/22/2018,Athlete 26,Technical,63,5727,8,91,460,113,4
43122Athlete 36,1/22/2018,Athlete 36,Technical,65,6339,7,98,1105,460,3
43122Athlete 33,1/22/2018,Athlete 33,Technical,51,6538,7,128,1542,728,9
43122Athlete 39,1/22/2018,Athlete 39,Technical,51,6538,9,128,1542,728,6
43122Athlete 32,1/22/2018,Athlete 32,Technical,71,6939,7,98,974,659,9
43122Athlete 38,1/22/2018,Athlete 38,Technical,71,6939,7,98,974,659,4
43122Athlete 03,1/22/2018,Athlete 03,Technical,54,7067,6,131,1641,1094,3
43122Athlete 10,1/22/2018,Athlete 10,Technical,54,7067,8,131,1641,1094,3
43122Athlete 16,1/22/2018,Athlete 16,Technical,54,7067,9,131,1641,1094,3
43122Athlete 23,1/22/2018,Athlete 23,Technical,54,7067,9,131,1641,1094,3
43122Athlete 30,1/22/2018,Athlete 30,Technical,54,7067,7,131,1641,1094,3
43122Athlete 02,1/22/2018,Athlete 02,Technical,45,7075,7,157,1204,455,7
43122Athlete 09,1/22/2018,Athlete 09,Technical,45,7075,8,157,1204,455,9
43122Athlete 21,1/22/2018,Athlete 21,Technical,45,7075,6,157,1204,455,8
43122Athlete 28,1/22/2018,Athlete 28,Technical,45,7075,7,157,1204,455,4
43122Athlete 04,1/22/2018,Athlete 04,Technical,61,7436,8,122,2130,880,2
43122Athlete 11,1/22/2018,Athlete 11,Technical,61,7436,9,122,2130,880,9
43123Athlete 01,1/23/2018,Athlete 01,Conditioning,97,1462,8,15,209,42,6
43123Athlete 07,1/23/2018,Athlete 07,Conditioning,97,1462,6,15,209,42,7
43123Athlete 12,1/23/2018,Athlete 12,Conditioning,97,1462,7,15,209,42,3
43123Athlete 19,1/23/2018,Athlete 19,Conditioning,97,1462,9,15,209,42,7
43123Athlete 06,1/23/2018,Athlete 06,Conditioning,71,3789,6,53,435,182,7
43123Athlete 11,1/23/2018,Athlete 11,Conditioning,71,3789,7,53,435,182,5
43123Athlete 18,1/23/2018,Athlete 18,Conditioning,71,3789,7,53,435,182,7
43123Athlete 25,1/23/2018,Athlete 25,Conditioning,71,3789,6,53,435,182,6
43123Athlete 09,1/23/2018,Athlete 09,Conditioning,70,4138,9,59,764,213,8
43123Athlete 16,1/23/2018,Athlete 16,Conditioning,70,4138,8,59,764,213,2
43123Athlete 23,1/23/2018,Athlete 23,Conditioning,70,4138,8,59,764,213,5
43123Athlete 26,1/23/2018,Athlete 26,Conditioning,88,4152,9,47,616,147,3
43123Athlete 32,1/23/2018,Athlete 32,Conditioning,88,4152,7,47,616,147,9
43123Athlete 38,1/23/2018,Athlete 38,Conditioning,88,4152,7,47,616,147,2
43123Athlete 28,1/23/2018,Athlete 28,Conditioning,63,4535,7,72,911,434,7
43123Athlete 34,1/23/2018,Athlete 34,Conditioning,63,4535,7,72,911,434,2
43123Athlete 40,1/23/2018,Athlete 40,Conditioning,63,4535,6,72,911,434,6
43123Athlete 03,1/23/2018,Athlete 03,Conditioning,69,5665,9,82,698,191,5
43123Athlete 15,1/23/2018,Athlete 15,Conditioning,69,5665,6,82,698,191,9
43123Athlete 22,1/23/2018,Athlete 22,Conditioning,69,5665,8,82,698,191,5
43123Athlete 30,1/23/2018,Athlete 30,Conditioning,69,6127,8,89,804,347,4
43123Athlete 36,1/23/2018,Athlete 36,Conditioning,69,6127,9,89,804,347,2
43123Athlete 31,1/23/2018,Athlete 31,Conditioning,56,6193,8,111,638,95,2
43123Athlete 37,1/23/2018,Athlete 37,Conditioning,56,6193,6,111,638,95,2
43123Athlete 14,1/23/2018,Athlete 14,Conditioning,64,6307,9,99,807,317,6
43123Athlete 21,1/23/2018,Athlete 21,Conditioning,64,6307,9,99,807,317,4
43123Athlete 02,1/23/2018,Athlete 02,Conditioning,65,6339,7,98,1105,460,3
43123Athlete 08,1/23/2018,Athlete 08,Conditioning,65,6339,7,98,1105,460,5
43123Athlete 13,1/23/2018,Athlete 13,Conditioning,65,6339,6,98,1105,460,8
43123Athlete 20,1/23/2018,Athlete 20,Conditioning,65,6339,7,98,1105,460,7
43123Athlete 05,1/23/2018,Athlete 05,Conditioning,51,6538,6,128,1542,728,4
43123Athlete 27,1/23/2018,Athlete 27,Conditioning,61,6896,7,113,1196,447,9
43123Athlete 33,1/23/2018,Athlete 33,Conditioning,61,6896,8,113,1196,447,3
43123Athlete 39,1/23/2018,Athlete 39,Conditioning,61,6896,9,113,1196,447,5
43123Athlete 04,1/23/2018,Athlete 04,Conditioning,71,6939,8,98,974,659,6
43123Athlete 10,1/23/2018,Athlete 10,Conditioning,71,6939,8,98,974,659,5
43123Athlete 17,1/23/2018,Athlete 17,Conditioning,71,6939,7,98,974,659,4
43123Athlete 24,1/23/2018,Athlete 24,Conditioning,71,6939,9,98,974,659,7
43123Athlete 22,1/23/2018,Athlete 22,Conditioning,77,3162,8,41,343,89,8
43123Athlete 28,1/23/2018,Athlete 28,Conditioning,77,3162,8,41,343,89,2
43124Athlete 34,1/24/2018,Athlete 34,Tactical,77,3162,8,41,343,89,7
43124Athlete 38,1/24/2018,Athlete 38,Tactical,77,3162,9,41,343,89,7
43124Athlete 40,1/24/2018,Athlete 40,Tactical,83,4007,8,48,551,222,3
43124Athlete 03,1/24/2018,Athlete 03,Tactical,88,4152,9,47,616,147,9
43124Athlete 10,1/24/2018,Athlete 10,Tactical,88,4152,9,47,616,147,4
43124Athlete 17,1/24/2018,Athlete 17,Tactical,88,4152,9,47,616,147,4
43124Athlete 19,1/24/2018,Athlete 19,Tactical,48,4397,8,92,591,93,5
43124Athlete 25,1/24/2018,Athlete 25,Tactical,48,4397,9,92,591,93,7
43124Athlete 31,1/24/2018,Athlete 31,Tactical,48,4397,9,92,591,93,9
43124Athlete 36,1/24/2018,Athlete 36,Tactical,48,4397,7,92,591,93,3
43124Athlete 04,1/24/2018,Athlete 04,Tactical,63,4535,9,72,911,434,6
43124Athlete 11,1/24/2018,Athlete 11,Tactical,63,4535,7,72,911,434,9
43124Athlete 18,1/24/2018,Athlete 18,Tactical,63,4535,6,72,911,434,3
43124Athlete 09,1/24/2018,Athlete 09,Tactical,55,5185,7,94,1200,659,7
43124Athlete 16,1/24/2018,Athlete 16,Tactical,55,5185,9,94,1200,659,7
43124Athlete 07,1/24/2018,Athlete 07,Tactical,55,5202,7,95,641,229,8
43124Athlete 14,1/24/2018,Athlete 14,Tactical,55,5202,7,95,641,229,6
43124Athlete 23,1/24/2018,Athlete 23,Tactical,67,5574,6,83,471,83,7
43124Athlete 29,1/24/2018,Athlete 29,Tactical,67,5574,8,83,471,83,5
43124Athlete 35,1/24/2018,Athlete 35,Tactical,67,5574,7,83,471,83,2
43124Athlete 39,1/24/2018,Athlete 39,Tactical,67,5574,9,83,471,83,9
43124Athlete 02,1/24/2018,Athlete 02,Tactical,69,6127,9,89,804,347,8
43124Athlete 06,1/24/2018,Athlete 06,Tactical,69,6127,7,89,804,347,4
43124Athlete 13,1/24/2018,Athlete 13,Tactical,69,6127,7,89,804,347,6
43124Athlete 08,1/24/2018,Athlete 08,Tactical,56,6193,6,111,638,95,9
43124Athlete 15,1/24/2018,Athlete 15,Tactical,56,6193,9,111,638,95,7
43124Athlete 24,1/24/2018,Athlete 24,Tactical,60,6833,9,114,880,294,7
43124Athlete 30,1/24/2018,Athlete 30,Tactical,60,6833,8,114,880,294,4
43124Athlete 21,1/24/2018,Athlete 21,Tactical,96,7391,9,77,1571,821,2
43124Athlete 27,1/24/2018,Athlete 27,Tactical,96,7391,6,77,1571,821,2
43124Athlete 33,1/24/2018,Athlete 33,Tactical,96,7391,8,77,1571,821,9
43124Athlete 37,1/24/2018,Athlete 37,Tactical,96,7391,9,77,1571,821,9
43124Athlete 20,1/24/2018,Athlete 20,Tactical,83,7439,9,90,1186,379,6
43124Athlete 26,1/24/2018,Athlete 26,Tactical,83,7439,9,90,1186,379,5
43124Athlete 32,1/24/2018,Athlete 32,Tactical,83,7439,8,90,1186,379,6
43124Athlete 14,1/24/2018,Athlete 14,Tactical,95,3064,7,32,281,77,8
43124Athlete 20,1/24/2018,Athlete 20,Tactical,95,3064,9,32,281,77,4
43124Athlete 26,1/24/2018,Athlete 26,Tactical,95,3064,7,32,281,77,5
43124Athlete 30,1/24/2018,Athlete 30,Tactical,95,3064,7,32,281,77,8
43124Athlete 36,1/24/2018,Athlete 36,Tactical,95,3064,6,32,281,77,4
43125Athlete 04,1/25/2018,Athlete 04,Match,77,3162,8,41,343,89,6
43125Athlete 06,1/25/2018,Athlete 06,Match,83,4007,9,48,551,222,4
43125Athlete 02,1/25/2018,Athlete 02,Match,48,4397,9,92,591,93,8
43125Athlete 09,1/25/2018,Athlete 09,Match,48,4397,7,92,591,93,7
43125Athlete 32,1/25/2018,Athlete 32,Match,50,4823,8,96,659,146,5
43125Athlete 38,1/25/2018,Athlete 38,Match,50,4823,9,96,659,146,2
43125Athlete 05,1/25/2018,Athlete 05,Match,67,5574,8,83,471,83,7
43125Athlete 08,1/25/2018,Athlete 08,Match,70,5575,6,80,1475,709,4
43125Athlete 13,1/25/2018,Athlete 13,Match,61,5916,6,97,890,444,4
43125Athlete 19,1/25/2018,Athlete 19,Match,61,5916,8,97,890,444,7
43125Athlete 25,1/25/2018,Athlete 25,Match,61,5916,7,97,890,444,3
43125Athlete 29,1/25/2018,Athlete 29,Match,61,5916,8,97,890,444,5
